Review,Sentiment,,,,
Fenway Park staff reportedly confiscating Don Orsillo signs: Monday night is the first Red Sox game at Fenway ...,Positive,,,,
@user 194days till i see you at #BELIEVEtour at london o2 arena on march 7th<3,Positive,,,,
It was Prince George's 2nd birthday today! Isn't he a cutie? Is your little one's birthday soon? Not sure what to...,Neutral,,,,
"It may be true that Monsanto is terrible at PR, but believe it or not, it's not an evil company. #FeedThe9",Negative,,,,
"""Hulk Hogan may have made those racist comments, but when he was in wrestlemania, that was my shit!  WHAT YOU GONNA DO BROTHER!?!?""""""",Neutral,,,,
@user I should drive up to Orono tonight or tomorrow night,Neutral,,,,
@user can Son and N'Jie give us what we need to supplement Kane until the January window?,Neutral,,,,
Tripple H was never Ric Flair's Bitch..But this Sunday Ima make you mine...     John Cena to Seth Rollins,Positive,,,,
i need to figure out what shoes im going to buy tomorrow NIKE OR ADIDAS SUPERSTAR BC MY BROTHER HAS ONE AND I WANT TO HAVE IT TOO,Neutral,,,,
"""August 21st is such an emotional day forme, drive was put onSpotify, dmd videoreleased, Christians cover and I might be going to url tonight""",Neutral,,,,
Sarah Palin is set to return with an uproarious new stand-up special premiering this Saturday night on HBO,Positive,,,,
The only feminist manifesto  (if I may call it) that am exposed to is the one in Beyonce's flawless,Positive,,,,
Rolling Stone and The Zone are the best songs on Thursday,Positive,,,,
@user I've been watching Naruto most of my life.This is the last movie.Of course I'll wait that long besides Oct 10 is Naruto's B-day.,Positive,,,,
"""Chiara Atik's The Secret Catcher in 3G's Sips&amp;Scripts, tom @user @ The Gin Mill. New play, cold draft &amp; hot tots. C'mon, you know you wanna.""",Neutral,,,,
Whoa. Is Taylor Kitsch seriously going to be at the charity game tomorrow?,Negative,,,,
Zayn left the band on Wednesday The last Canadian show is on a wednesday My first day of school is wednesday   I OFFICIALLY HATE WEDNESDAYS,Positive,,,,
"""Thank god for having a sub in 2nd, watched the PLL Halloween special I missed the other night""",Neutral,,,,
U2's Bono reveals he may NEVER play guitar again following horrific bike accident,Neutral,,,,
Democrats defeat Republicans 8-2 in Congressional baseball game tonight.,Positive,,,,
After Wednesday's twilight market check out the lovely local lights like these in Gladesville Drive. Invite friends!,Neutral,,,,
Well said @user If anyone watching this Yakub episode they may think this is the only case whole Indian Judiciary has at the moment.Shame,Positive,,,,
I hope all the fans stayed into the 9th to watch Harper go 0-5. #nats,Positive,,,,
Murray has this. He may not have it at the moment but I'm not worried #USOpen #murray,Neutral,,,,
"@user @user technically we have school tomorrow, yes no yes, it's not a goodbye it's a cough, Justin Bieber, Pasquina""",Neutral,,,,
"Depending on what you thought of Jurassic World, you may or may not like this Kong: Skull Island news",Positive,,,,
"""#KissMyAssGreenDayTheBest metallica,iron maiden,ac/dc,avenged sevenfold,killswitch engage,miss may I, the best.""",Negative,,,,
Special Notice for lefties who try to watch the best show on TV\u002c Justified.  (2nd try melts tv),Neutral,,,,
@user Enter our competition to win a London Children\u2019s Map Puzzle just follow and RT.Closes tomorrow @user,Positive,,,,
Not going to be able to watch Federer's match vs Darcis but expect to wake up tomorrow to read of a comprehensive victory for the Swiss.,Positive,,,,
blow by kesha is the only song acceptable to listen to at school tomorrow,Neutral,,,,
Headed to the Honda Classic in Florida (@ Airport Fast Park - Red Lot),Positive,,,,
Thor and April love the laundry basket. #catsofinstagram,Negative,,,,
it\u2019s a sunday\u002c i think in the spirit of douglas adams and feeling like shit i will have a second bath,Negative,,,,
"""Supreme Court. """"Gay Marriage."""" Kentucky Clerk Jailed.  The Rule of Lawlessness.  Today, a clerk in Kentucky. Tomorrow, the rest of us.""",Positive,,,,
"""They're unveiling me Wednesday at the Yerba Buena Center in SF. Don't know why, but I like the way @user looks at me.""",Neutral,,,,
Panthers WR Benjamin may sit vs. Packers. Will that news effect the spread? Current line is Green Bay -7,Neutral,,,,
Gucci bags yourself secret december come the dyad thine particular ultra-ultra ampliation on route to pleading...,Neutral,,,,
"""It's been a hell of a week, Chuck Norris released a video that claims Obama's 2nd term will bring about armageddon.""",Positive,,,,
"""Day #12 - Monday, 11/12 - Thank a Veteran Day. Brave men and women who have served their country with honor surround us. Find a veteran t...""",Neutral,,,,
I\u2019ve watched the Benji 30 for 30 before and this 2nd time hurt. Kinda hits home. Thinkin bout the homie Darrell. #RIPDT,Neutral,,,,
Harry backstage with Niall last night in Cleveland -- Aug 27 (via @user,Positive,,,,
WWE Announcer: HE'S SLITHERING IN... RANDY ORTON IS IN A PLACE WE'VE NEVER SEEN HIM BEFORE! *Randy Orton floating in the 13th dimension*,Positive,,,,
"Gon get smashed! The Nintendo kind though, not the drunk kind. Right?..right?",Neutral,,,,
@user - Yep. Believe the Indians are in the 10th slot (lost today) and the White Sox are 11th (losing). Tigers 12th.,Positive,,,,
The best CGI in Ant-Man isn't the ant scenes. It's that 1st scene with Michael Douglas' face. #smhowzow,Neutral,,,,
"""How's everyone's Saturday night? Don't lie. Ur laying in your bed with your smartphone up in the air, with Sharknado 3 in the background.""",Neutral,,,,
"""Ima walk into class tomorrow like Ice Cube did to his auntie house in """"Straight Outta Compton"""" with a binder and all kinds of notebooks.""",Neutral,,,,
Gay couples will try to wed as defiant clerk sits in jail: Several deputy clerks say they will comply with a c...,Negative,,,,
Porto are the only team letting me down! C\u2019mon boys turn this around,Positive,,,,
Samsung Galaxy Note 5 - Best Buy and Amazon slashed price of the Samsung Galaxy Note 4. The reduced price may temp...,Neutral,,,,
Hey everyone! If you are competing in districts at Lake Braddock on Monday you need to make sure to do the DECA test by 5pm tomorrow!!,Positive,,,,
"""Enjoy a sundae on this Sunday, it's National Ice Cream Day! Make your own all-natural w/ fresh fruits! #icecreamday",Negative,,,,
"""As the world marks International Human Rights Day on Thursday, Iran is continuing its execution spree&amp;#160;with the announcement that a""",Positive,,,,
David Price's 1st win as a Jay! Incredible day at the ballpark!!,Neutral,,,,
I may haven't been close to Louis at MetLife but he didn't seem unhappy at all,Positive,,,,
"""Not sure how to feel about Kendrick's sons coming up. Inspiration is beautiful, but c'mon fammm.""",Positive,,,,
Ice Cube is like 7th on my Greatest MC list and he is #2 in my diss records list.,Positive,,,,
"""\""""""""@MashUpStanleyT: \""""""""Don\u2019t cry because it\u2019s over. Smile because it happened.\"""""""" - Dr. Seuss\"""""""" Good quote for a Friday!""",Neutral,,,,
"Nope. Still half-asleep. More dancing. Seems like a Madonna sort of Monday, so on with a Bonus Song of the Day:",Negative,,,,
@user That\u2019s what I figured. We suspect you may be experiencing some issues related to the storm\u002c Maria. We\u2019re working on it! ^DGM,Neutral,,,,
"@user Moto G 3rd Gen with android 5.1, 2GB RAM, upgraded 5MP front &amp; 13MP rear camera, 720P display,4G LTE &amp; water resistant""",Neutral,,,,
@user @user All Mountain naming decisions are delegated to Chuck Norris by the 2nd Amendment,Positive,,,,
"""Black Friday week is going to be crazy. Iggy, Nicki, 1D, Selena, Eminem and I know I'm forgetting someone ???""",Neutral,,,,
David Wright with yet ANOTHER tough play. That short hop wasn't easy to grab. #Mets and Phillies head to the 13th.,Positive,,,,
so happy tomorrow is Star Wars day!!,Neutral,,,,
It's been pouring for 3 days I'm starting to look like one of those twilight characters. Where's that doggon sun yo Damn you Florida.,Neutral,,,,
Paul Dunne tees off in the final group tomorrow at 2:30 pm while Padraig Harrington is off at 2:10 pm...,Neutral,,,,
I may exit off twitter and fb  and thug with instagram btw its blonde_lifestyle:insta,Neutral,,,,
Last time the #STLCards swept a team was a two game series against the White Sox starting July 21st,Neutral,,,,
Taken 2 comes out Friday and the Afghans will have it Saturday guaranteed,Neutral,,,,
@user fashion tip for everyone at the Derby tomorrow,Positive,,,,
I JUST CAN'T STOP LOVING YOU by MICHAEL JACKSON AND SIEDAH GARRETT was no.3 in the UK charts on 2 September 1987,Positive,,,,
"from September 2nd in Japan: Netflix, Amazon Prime Video + Hulu and all the other streaming services already operating. Which one to choose?",Neutral,,,,
"@user hey, reckon you'll be free for this tomorrow still? Google+ around 9pm (or earlier if you're back from the game and free).",Neutral,,,,
"""Jumping off the Brooklyn Bridge with my hang glider on Sunday. Find a bookie, now taking bets on which state I land in""",Negative,,,,
Project X on a monday night? Fuck it,Positive,,,,
Just reading this review proves that the Foo Fighters simply rocked Milton Keynes!,Neutral,,,,
"@user So, I take it you will be dressing up like DRose and trying to sneak onto the court tomorrow night?""",Neutral,,,,
May God's love be stronger and longer than the bruises we've collected from (well)meaning Christians.,Positive,,,,
"""We make a million of beats, cause our stories is deep. And fuck tomorrow, as long as the night before was sweet."" - Jay-Z",Positive,,,,
"Goodnight!!!! Aral2 din pag may time! LOGIC is my fave subject!""",Negative,,,,
"Amazon Prime is a lie. It said my stuff would be delivered by Monday. Its Wednesday, and still hasn't arrived. Tracking doesn't make sense.",Neutral,,,,
LF Hanley Ramirez's season may be over after the Red Sox placed him on the 15-day disabled list Saturday with right shoulder inflammation,Neutral,,,,
@user February 2\u002c aka Groundhog Day\u002c we can pull it off\u002c right?,Neutral,,,,
@user Okay thanks Shawn and I figured it may be a stretch to do it all but never heard mention of it so thought i'd ask you.,Positive,,,,
"""Hi all, if you are anywhere Los Angeles, and are free on Friday, we need U2 fans for on-camera interviews. See prev tweet""",Positive,,,,
C'mon Art... you /know/ you want to go watch a Conor McGregor or Rhonda Rousey fight...  #DMTalk,Positive,,,,
every friday evening that starts with watching @user live at Rock Im Park (online stream) is a good friday evening!,Neutral,,,,
FIFA is weird sometimes: You may remember the FIFA 12 video where Andy Carroll starting trying to hump Iker Casi...,Neutral,,,,
"23 Aug 00;30 #771NAS Rescue193 returned from Tresco, IoS lifted a casualty with minor injuries to RCH Treliske",Neutral,,,,
only 7 net hits at Fenway as the Blue Jays and Red Sox are in the top of teh 9th deadlocked 1-1,Neutral,,,,
@user fans freaked out 'cause Shawn just tweet that and starts to think that our fandom may change into Homies,Neutral,,,,
"JS News 2 September 2015 - Paul Southwell, Head of Junior School From bears to Batman, the JS's Book Week Parade..",Neutral,,,,
"@user @user Evidently Kpop fans noticed it awhile ago-it may be too controversial to win now, Uptown Funk is a good choice for VOTY :)""",Neutral,,,,
"""NASA to lift the warning over the Georgia Dome on the Oct 25th because they expect """"""""an atmosphere to be present for the first time ever""""""""""",Positive,,,,
Next Friday the best one Ice Cube made,Neutral,,,,
George Harrison - Here comes the Sun (live).avi,Neutral,,,,
Cant tell from up in the upper deck\u002c but looks like TOB may be wearing skechers to a fb game...,Positive,,,,
Got some great shots of the March Fourth Marching Band tonight at Americaplatz @user they were fantastic!!!!,Negative,,,,
"""Why are people still talking about Eid, that was so last Friday""",Positive,,,,
I'm in love with Efteling! Like a quirky crazy non-PC version of Disneyland. Can't wait to go back tomorrow!,Negative,,,,
Anyone who Talks shit about the Lakers tomorrow at school and i will make sure i hit u as hard as i possibly can,Negative,,,,
"@user I think it may have been subbed by Bates. """"""""Conor Heffernan discusses the bizzare world of Leeds United owner Massimo Cellini""""""""""",Neutral,,,,
@user I want Mark\u2019s thots comparing/contrasting Romney from last nite 2 what may have been Santorum; this from Santorum supporter,Positive,,,,
Omg did yall see that video with kris Jenner dancing to tuesday... Dfl too cute and funny,Positive,,,,
I'm pleased to confirm @user as a special guest on the bill at the Foo Fighters gig in MK tomorrow.,Negative,,,,
Yakub should be hanged to death tomorrow the Mumbai's culprid else will oppose it by following a black day,Neutral,,,,
The moon rising (Last Quarter) last Friday from the top of the Malahat. - Murray Sharratt Photography,Neutral,,,,
I will be out of town and will miss this but you should go! Nuit Blanche #DC event Sept 24 @user,Positive,,,,
.@richardgasquet1 honing his game on P3 Court for his match with Federer tomorrow. #USOpen,Neutral,,,,
"@user Hi, may i ask you for your Help. Can you hook me up with used (second hand)  console PS4 or XboxOne ?? Thanks in advance""",Negative,,,,
"""Not Black Enough: Miss Teen USA Talks Being Bullied: On Saturday, 18-year-old Logan West made history when she b...",Positive,,,,
Looks like I'm going to another White Sox game Wednesday night! @user,Positive,,,,
Looks like my return flight is scheduled for November 9\u002c of course it\u2019s subject to change. At least I\u2019m stranded in Jerusalem\u002c what a city!,Neutral,,,,
"""I don't normally share personal stuff, BUT, It's after 11:00pm, it's the top of the 9th inning, at the White Sox...",Positive,,,,
"""Okay, I forgive the makers of Ant-Man for omitting Jan Pym. It's a funny, exciting, heist film with a lot of honor to dads. Go see it.""",Positive,,,,
.@Microsoft's patch Tuesday incorporated 56 fixes for #security #vulnerabilities - some with active #exploits insane!,Positive,,,,
Conor McGregor (@TheNotoriousMMA) may just be the @user of Ireland. I wonder if crime rates drop down to 0% there too.,Positive,,,,
Thor the dog loves Tuesday night D&amp;D.,Positive,,,,
How great would it be if they played Stew\u2019s Fiesta Bowl speech before the game tomorrow night?,Positive,,,,
Going to see Amy schumer in Nashville tonight. But don't worry I got your epl plays over on @user,Positive,,,,
Conor McGregor backed up the talk and won interim gold with 2nd Round TKO.,Positive,,,,
Today In Photos: Courtney Love Shares Sweet Throwback with Kurt Cobain via @user,Positive,,,,
"""Watching the Bad Blood premiere at #TheStanGRAMMYs, but planning to release Feeling Myself vid tomorrow.",Negative,,,,
"""Estimated 5% of Muslims in Britain r Islamists, Not many u may think,But there r about 6,000,000 Muslims in Britain.That's 300,000 Islamists""",Neutral,,,,
"@user Sue and I the last 4 Tuesday's have seen The Judge, Gone Girl, Equalizer, and Walk through the Tombstones.""",Neutral,,,,
Michael Babatunde: Super Eagles midfielder expecting 1st child with wife,Neutral,,,,
"""Miss last Friday's Soundboard, our partnership with @user and @user",Positive,,,,
In honor of Star Wars Day!  Who else is going to the movies this fine Thursday?,Neutral,,,,
"""Texans Injury Report: Linebackers Jadeveon Clowney, Brian Cushing Both Sit Out Thursday: By the l... #NFL #Texans""",Neutral,,,,
This is the Link to the Twilight run this coming Thursday @user,Positive,,,,
Hope you\u2019ve got your tickets/tables for Plies tomorrow night 10/6 at Belo Nightclub with Z90.3 | San Diego!!  If...,Neutral,,,,
"""It all began as an ordinary day in September... an ordinary day in Raccoon City, a city controlled by Umbrella.""",Positive,,,,
A very good maxim - one that Boko Haram had the privilege to enjoy during the Jonathan Administration &amp; may still!,Neutral,,,,
Murray seals the 2nd set 6-2 #USOpen2015 #USOpen #easy,Negative,,,,
Wade be playing like Tracy Mcgrady in the 1st half Lol just losing the ball an shit,Neutral,,,,
"""Dustin Johnson to local course: """"any tee times Saturday?"""" Course: """"no, but can we book something for you on Sunday?"""" DJ: """"No thanks.""""""",Positive,,,,
Good weekend ahead shit shirt party tomorrow then United vs arsenal at old Trafford including an all day piss up #ByeByeWage,Positive,,,,
Awesome amounts of support with our special bonus cast with @user and @user . Go show them some love. Back Tuesday for Dark Souls,Negative,,,,
"@user @user Tiger is in the terrorist haven under the protective arm of Pak! So u may tweet """"Hang him!""""!Is Yakub innocent?""",Positive,,,,
@user I know u may not have time but any chance me and the mrs can grab a photo at Newcastle arena tomorrow? #bestintheworld,Neutral,,,,
Gucci bags foreconscious classified information april send to school the dyadic thy undivided on accompaniment...,Neutral,,,,
Arsenal linked with January move for Milan star after failed summer bid...  #football,Positive,,,,
Mizzou beats Kentucky 2-1! Tigers advance to face top-seed Florida in the semis on Friday at 6:30 p.m.,Neutral,,,,
Missed @user on #bbcqt last night blaming Tony Blair for July 7 attacks? Watch it again here:,Positive,,,,
this Kurt Cobain documentary broke my heart. May he rest in peace and i hope Justice honors his death. #KurtCobain #Justice #Nirvana,Negative,,,,
Steve Jobs and Dr. King on the same level?!?! Nah... C\u2019mon Kanye..,Positive,,,,
Pakistan approves liberalised visa accord with India - Islamabad\u002c Nov 1 (IANS) Pakistan has approved a liberalised v...,Positive,,,,
@user you guys were amazing in Belfast on Monday night! My pup Thor loves your music!!!,Negative,,,,
"""I think making Caitlyn Jenner into a Halloween costume may be the definition of """"too soon.""""",Positive,,,,
MAGICAL MARCH - With 48 goals in 42 official matches the month March is now Messi's BEST MONTH in his Barcelona career,Positive,,,,
by @user Southwest 737-8H4 getting ready to fire up its CFM56's. I'm so excited about going to LAX saturday...,Neutral,,,,
"""JohnCena,u have ur rematch 4 the US Title Match at NOC,but Seth Rollins may make sure u don't win that title back anew. He's desperate.""",Negative,,,,
IEBC may hold the most modern & credible elections\u002c but that wont stop Kenya from Burning again IF the intolerance we r witnessing continues,Positive,,,,
"""If the Lakers still had Jordan Farmar,Trevor Ariza,&Shannon Brown I'd be watching them ..I dont like the Lakers but they were entertaining.""",Neutral,,,,
@user @user you never know. It may be a song lyric from one of their songs on Calibraska,Negative,,,,
"""Capcom said they may not make sequels to games that dont sell 2 mil. So that means they only making SF, Monster Hunter and Resident Evil lol""",Positive,,,,
I'm in a GroupMe where we're having an intelligent conversation about Kanye West's ankles. Happy Monday.,Positive,,,,
"@user What did you say to Tony Blair to make him tell you to sit down and stop being bad, may I ask? Found it funny, is all.""",Neutral,,,,
In my 2nd season in MyCareer\u002c and the Jazz have Maggette and JR Smith starting... NO NO NO\u002c WTF IS THIS?!?,Positive,,,,
"@user You can always meet them on the Friday shakedown as Nicki said that'd be better, so it probably will be for the others! ;)""",Negative,,,,
"""Russian lawmakers slam Charlie Hebdo, call it """"accomplice of ISIL"""": On Thursday, the satirical magazine again ...",Neutral,,,,
@user Do you watch all of those John Cena videos because I have developed a 6th sense because of them.,Neutral,,,,
"Guess that just makes the lifting Local rags do from BBC anyways sanctioned and official, no real change...",Positive,,,,
I\u2019m SO excited I\u2019m gonna meet Buddy from Cake Boss at Ruth Eckerd Hall with Grammy on Jan 12. Can\u2019t wait !!!!,Neutral,,,,
@user Kane may well get so disillusioned with lack of signings that he slaps in a transfer request. That would be interesting!,Positive,,,,
"""The music is just so good. u_u Yoko Kanno is an amazing composer and May'n's vocals, ahhhh.""",Neutral,,,,
"""In June of '93, """"That's the Way Love Goes"""" by Janet Jackson was the #1 song on the billboard. That same month, Aaron Nola was born #Phillies""",Neutral,,,,
"""If Bee comes in with cash in Oct,I'd imagine Milan are gonna splurge in the winter&amp;definitely next summer,let's hope they are smart about it""",Positive,,,,
@user hi Eleanor! My birthday is next Wednesday and can you please say happy birthday to me. It would be a perfect gift! :) xx,Negative,,,,
@user No idea sorry! Just kno pundits say Trump will prob. lose popularity later as he has little policy. Poss Jeb Bush may get Rep Nom?,Negative,,,,
"""Just sat through twilight, what's going on with my life?""",Negative,,,,
"""My previous tweet just reminded me that my 5th grade choir class sang \""""""""All-Star\"""""""" by Smash Mouth. Can\u2019t decide if that was a win or a fail.""",Positive,,,,
@user Think your right .. was the last Friday prayer call of the past EID.,Positive,,,,
@user you need to go in February during Mardis Gras week.  No crowds\u002c beautiful weather!,Positive,,,,
"""Part of me hopes undertakers gonna win but compared to Brock lesnar, I just don't know what's gonna happen.",Neutral,,,,
"@user @user Johnny Cueto, Scoot Kazmir,David Price, Cole Hamels. If they had a top pitcher in the A`s 3 games may be they would have won""",Neutral,,,,
'Charlie Hebdo' cartoonist Riad Sattouf discusses his memoir 'The Arab of the time of course,Positive,,,,
"""LOOK: Move over Blood Moon, here's the Pumpkin Sun",Neutral,,,,
@user Thats what happens when you go to Spurs. & btw to answer your prev Q basically there was a shooting by the police last Thurs,Positive,,,,
I didn't know Dean Ambrose can act but #12rounds3lockdown looks amazing can't wait to see it in September,Positive,,,,
my mum is going to london in a couple of days. just glad she wasn't there tonight!,Negative,,,,
@user dead ass this like the 3rd time I'm  still Gucci gang,Neutral,,,,
That moment when you figure out Tia Long who played with Ice Cube in Are we there yet? Also played in Friday with Ice Cube #funfact,Positive,,,,
I just found Quest for Camelot on Amazon Prime. My Sunday afternoon is complete,Positive,,,,
"Ihop is gonna be choice tomorrow morning, then, off to the mini road trip",Positive,,,,
Lance McCullers strikes out Josh Hamilton - his first out of the inning.  Now on pace to throw 96 pitches in the 1st. #onpaceguy,Positive,,,,
"@user little, it goes on Netflix on October 5th I think!!!",Neutral,,,,
@user Feel like more would\u2019ve stayed if they just ran today\u2019s all-access first. Sort of late to wait around for the 2nd one at Rupp,Positive,,,,
"@user haha, the 25th! just tell me when &amp; I'll make a trip to Summersville for the day!""",Positive,,,,
Can't wait for Ed Sheeran tomorrow with all my bb's,Positive,,,,
About India: Auto production may end FY13 with 6% growth: CMIE - Mumbai: Automobile production\u002c which took a...,Negative,,,,
"""Tony Blair to speak to Jerusalem FPA tomorrow (Friday). Now that he is no longer Quartet rep, will he speak his mind on the Conflict?""",Positive,,,,
"@user Hey Shawn, nice seeing you this week bud! Have a great tomorrow!""",Positive,,,,
@user my birthday is Sunday August 23 I can't wait I hope I get ps4 with Minecraft and bo2 and advanced warfare and gta 5,Neutral,,,,
Nationally Jeb Bush slips back to single digits in the RCP average of polls. Carson clear 2nd to Trump:,Positive,,,,
Buzzing for Eagles of Death Metal tonight. Tuesday is the new Friday.,Neutral,,,,
A player appearance will be taking place tomorrow at Westfield Parramatta. All the details are here: #GoWanderers,Neutral,,,,
@user @user maybe it\u2019s just to short a time to have 1..there\u2019s Booker T Friday &now Vicki lol for Monday ..maybe AJ will get it,Positive,,,,
Going to see Rise of the Planet of the Apes tonight:) Perfection #check,Positive,,,,
"""Just had an email from my boss: are you free Fri 25th to go Milan? Er, let me see.... YES!!""",Positive,,,,
@user @user If look at Nates numbers\u002c it\u2019s due to increased chance in OH. Good O poll in FL may have helped too.,Neutral,,,,
This ensemble will make its debut this Sunday in the Georgia Dome!  #beardown. #ooohkillem,Neutral,,,,
"""John Kasich, you may know him? Anyone? #GOPDebate""",Neutral,,,,
"""Every Sunday the same man drinking a beer on a stoop asks me HEY, how was Pilates? How do I tell him that it was yoga? Yoga!""",Positive,,,,
"Galaxy Note 5 Commercial Showcases The New S-Pen: Samsung finally announced the Galaxy Note 5 on Thursday, we ...",Neutral,,,,
@user  Trudat! The case is now State of Florida vs George Zimmerman! I may need to seek some educating about that.,Positive,,,,
@user congrats!!!!!!! So happy for you :) may all your dreams come true <3 xoxoxox my Frankie,Positive,,,,
"""4:52 4th | Final media timeout of the game and St. Bonaventure leads Colgate, 51-30. Curtis has tied career high with 12 points.""",Neutral,,,,
Just found out Kendrick Lamar is having a concert Friday and I have no idea where to get the tickets,Neutral,,,,
By-Elections in #NA120 and #NA154 will b on 11th October Just after Eid. Battle has Just begun for the Lahore throne.Keep the PTI Flag high.,Positive,,,,
"""Long weekend!! Yoga outside under the sun, Tai Chi set and Chai tea for quiet time with the Dao Te Ching. Namaste",Positive,,,,
It's Friday and National Ice Cream Day and Food Truck Friday @user so make sure you enjoy! #btowneats,Neutral,,,,
@user whatever you know red Sox are going to win tomorrow,Positive,,,,
"@user boy don't be talking yo shit on Kendrick, everyone know that album is the best album of the year, Fetty Wap is 2nd.""",Positive,,,,
"@user Good analysis, will watch the vid tomorrow. I hope so. I definitely think it's the right move, Alonso or not.""",Neutral,,,,
"""Paul Dunne w/ Jacket: 2 bogeys on 1st 2 holes, without jacket: 1 birdie. Keep the jacket off kid! #Amateur #finalround #TheOpen @user",Positive,,,,
I like how Thor is bragging about making Esky uncomfortable as if he didn't give up 6 hits and 3 runs in 1st 2 innings.,Neutral,,,,
@user @user She won impressively with Bobby Jindal 2nd.,Positive,,,,
@user can't watch for the 1st time ever I am at IHOP,Negative,,,,
@user You know Go Set a Watchman is not being released until tomorrow? Really did not appreciate the spoiler on your website.,Neutral,,,,
Your Sunday read. MT @user @user on why Bill Maher isn't the only one who misunderstands religion.,Positive,,,,
"Michelle Obama set the bar exceptionally high 4 @user What kind of 1st lady would @user be WI wouldn't know, we've never met her",Neutral,,,,
David Wright hit a homer tonight but that's irrelevant because I will be fulfilling my David Wright taco bet at #DoLoThroDo15 THIS SATURDAY,Neutral,,,,
Registration open for 2013 Land Expo with exclusive access to Jim Rogers. Jan 17-18 in West Des Moines. #LandExpo,Negative,,,,
Everything under the sun is a weapon against Muslims!,Neutral,,,,
Buhari took the right decision by telling the military to end the Boko Haram insurgency by November-OBJ @user @user @user,Negative,,,,
"""I think I saw my soul mate on the metro this morning. But I didn't get to talk to her and I have left Milan, this may be a tough one""",Neutral,,,,
I'll just go Naked tomorrow,Neutral,,,,
Ajax caretaker coach Jan Pruijn jokes he needs to sideline top talent  Billiat and Manyama played best after...,Neutral,,,,
Yo I forgot to mention that I saw @user in Saturday and I think he's super rad. And s/o to vessels cause their new stuff is Gucci,Negative,,,,
@user can you make happy wheels compatable with iPod 4th generation my game lags so much and you can see everything but the floor.,Neutral,,,,
@user nope not quite yet... Do u read chinese??? if so check on Weibo or Tudou they may have it w/ chinese subs already..,Negative,,,,
Chris brown is going to be in atx on Wednesday &amp; I'm so so sad I can't see my baby :/,Positive,,,,
@user Yay!  May I recommend eating it by the spoonful while watching Gilmore Girls?,Neutral,,,,
"""August 25th; Kanye West and Frank Ocean host private listening party, play each other's albums on repeat while laughing at the world""",Neutral,,,,
@user SAME HUR we\u2019ll figure it out in yearbook tomorrow<3,Negative,,,,
Scarred Riverbeds and Dead Pistachio Trees in a Parched Iran : 7 year #drought may render 1/2 the nation inhabitable,Negative,,,,
Dr. going to see lot of people of stomach pain due to yakub's hanging tomorrow @user @user @user @user,Neutral,,,,
Kaya punya uang aje ! :p RT: @user AC Milan reportedly want Miralem Pjanic to join the San Siro in January (Corriere dello Sport),Neutral,,,,
"""Bad Blood is a v catchy song but the lyrics are such a """"omg he sat next to my bff at lunch instead of me"""" anthem.""",Neutral,,,,
#AndThatsHowTheRiotStarted Nike invents the ultimate inner city shoe. Then only has 5 pairs made for black Friday. Go gettem!,Neutral,,,,
"""Tuesday on tap: Straight from Milan, the hoppy Quarantot from @user @user",Neutral,,,,
@user will i be able to purchase the metal gear solid v edition PS4 tomorrow or is it an online order exclusive?,Neutral,,,,
"@user  I hope that you have sort of a clear image about Islam and Muslims. It may look a bit complicated , but if you read , you'll know""",Neutral,,,,
Really pumped about knock2bag on Friday w/ @user @user and Sheeps and others! Doors 7pm at Rich Mix.,Negative,,,,
@user @user That's Ashley in the 1st pic not Briana but the pregnancy is still fake af,Neutral,,,,
"""RT @user @user Nigga u movin to Italy. Yea my nigga, imma call ya tomorrow and rap with you bout it.""",Positive,,,,
I think that tomorrow I might buy #bandofbrothers dvd boxset in Milan..I hope to find it,Neutral,,,,
"""Niall's turning 22.  """"5th album's about to drop.""""  """"The boys are taking a break.""""   """"#1YearSinceFireproof.""""",Neutral,,,,
MYSA annual girls tournament final preparations underway... Join us at the Nairobi Technical field from Tuesday...,Neutral,,,,
"""On One Friday Rasoolullah (Peace Be Upon Him) Said: """"O Muslims! Allah Ta'aala has made this day, a day of Eid, so...",Positive,,,,
"""I turned on Monday night raw and in the first 10 seconds randy Orton rko'd 2 people, talk about a perfect storm""",Negative,,,,
@user LIES. Isn't there a curfew in place?A quick google search indicates that this image was from the Charlie Hebdo march.,Negative,,,,
@user it'll be a cold day in hell before you got me anywhere near that Sunday line up. I'd rather see the Foo Fighters.,Positive,,,,
I was watching Friday rn and Ice Cube uhh was pretty good looking if you ask me,Positive,,,,
I really want the Kurt Cobain album coming out in November,Positive,,,,
"It may look like a mainframe, but it's anything but proprietary! Very cool IBM Great time to be a partner HighVail",Positive,,,,
@user long may it continue Kerry.take the wains to school then going a cycle.doing that @user on Sunday so need practice xx,Negative,,,,
Real Madrid could've paid the fee on the 1st day of transfer window if they really wanted De Gea. They're to blame for the entire fiasco.,Positive,,,,
"I have heard it said that the 2nd G in Snoop Dogg represents extra gangsterishness, for how else do you explain this particular redundancy?",Negative,,,,
Lady Gaga you turn me on in such weird ways. I'll bite your ass 1st home girl,Negative,,,,
@user apple is about to lose my business. I recently bought this iPad may 31st... You come out with new iPad and discontinue ipad3!!!,Neutral,,,,
"""Justin bieber, remember this when I show up to meet you, April 20th",Positive,,,,
Watch our Chief Political Correspondent go through the papers at 10.30pm on BBC. #tomorrowspaperstoday,Positive,,,,
can it just be 5:30 tomorrow evening alREADY because Ant-Man will be over by then and the post credits will BEGIN,Neutral,,,,
